,id,url,type,cost,impression,effect,status,img
11332,CR143334534820134912,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR143334534820134912,Image,50,5000,100,,
11333,CR143479670355001344,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR143479670355001344,Image,50,5000,100,,
11334,CR144315299192111104,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR144315299192111104,Image,50,50000,1000,,
11335,CR144319697238622208,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR144319697238622208,Image,50,5000,100,,
11336,CR144675939006021632,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR144675939006021632,Image,50,5000,100,,
11337,CR14483866672693248,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR14483866672693248,Image,50,5000,100,,
11338,CR145004692982726656,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR145004692982726656,Image,50,50000,1000,,
11339,CR145369730843148288,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR145369730843148288,Image,50,5000,100,,
11340,CR145989855401213952,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR145989855401213952,Image,50,5000,100,,
11341,CR146552805354635264,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR146552805354635264,Image,500,50000,100,,
11342,CR146571497052307456,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR146571497052307456,Image,50,5000,100,,
11343,CR147270786447572992,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR147270786447572992,Image,50,5000,100,,
11344,CR147608336517300224,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR147608336517300224,Image,50,5000,100,,
11345,CR147833736400994304,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR147833736400994304,Image,50,50000,1000,,
11346,CR147960180238188544,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR147960180238188544,Image,50,5000,100,,
11347,CR14822516254048256,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR14822516254048256,Image,500,50000,100,,
11348,CR148571508703232000,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR148571508703232000,Image,50,5000,100,,
11349,CR148593498935787520,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR148593498935787520,Image,500,500000,1000,,
11350,CR149297186377564160,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR149297186377564160,Image,50,5000,100,,
11351,CR149390644865925120,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR149390644865925120,Image,50,50000,1000,,
11352,CR149484103354286080,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR149484103354286080,Image,500,50000,100,,
11353,CR149649030098452480,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR149649030098452480,Image,50,5000,100,,
11354,CR150047053307707392,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR150047053307707392,Image,500,50000,100,,
11355,CR150211980051873792,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR150211980051873792,Image,50,5000,100,,
11356,CR150704561261117440,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR150704561261117440,Image,500,50000,100,,
11357,CR152060259098165248,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR152060259098165248,Image,50,5000,100,,
11358,CR152195499028381696,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR152195499028381696,Image,50,5000,100,,
11359,CR152337336028364800,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR152337336028364800,Image,50,5000,100,,
11360,CR152617711493447680,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR152617711493447680,Image,50,5000,100,,
11362,CR152793633353891840,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR152793633353891840,Image,50,5000,100,,
11363,CR152934370842247168,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR152934370842247168,Image,50,5000,100,,
11364,CR153356583307313152,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR153356583307313152,Image,50,5000,100,,
11365,CR153602873911934976,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR153602873911934976,Image,50,5000,100,,
11366,CR154448398353694720,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR154448398353694720,Image,50,50000,1000,,
11367,CR15502014440013824,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR15502014440013824,Image,50,5000,100,,
11368,CR155437958818693120,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR155437958818693120,Image,500,50000,100,,
11369,CR156397832469741568,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR156397832469741568,Image,500,50000,100,,
11371,CR15690030928363520,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR15690030928363520,Image,50,5000,100,,
11372,CR15730712858591232,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR15730712858591232,Image,500,50000,100,,
11373,CR157805207353294848,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR157805207353294848,Image,50,5000,100,,
11374,CR158107573050933248,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR158107573050933248,Image,50,5000,100,,
11375,CR158142757423022080,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR158142757423022080,Image,50,5000,100,,
11376,CR159617202515869696,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR159617202515869696,Image,50,50000,1000,,
11377,CR160076798376280064,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR160076798376280064,Image,50,5000,100,,
11378,CR160274710469279744,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR160274710469279744,Image,50,50000,1000,,
11379,CR160978397911056384,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR160978397911056384,Image,50,50000,1000,,
11380,CR161189504143589376,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR161189504143589376,Image,50,5000,100,,
11381,CR162047123213254656,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR162047123213254656,Image,500,50000,100,,
11382,CR162127387562082304,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR162127387562082304,Image,50,5000,100,,
11384,CR1642670371897344,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR1642670371897344,Image,50,5000,100,,
11385,CR16440997370134528,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR16440997370134528,Image,50,5000,100,,
11386,CR164581497515278336,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR164581497515278336,Image,50,50000,1000,,
11387,CR16464087114317824,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR16464087114317824,Image,50,5000,100,,
11388,CR164722235003633664,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR164722235003633664,Image,50,5000,100,,
11389,CR164919047585005568,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR164919047585005568,Image,50,5000,100,,
11390,CR165059785073360896,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR165059785073360896,Image,50,50000,1000,,
11391,CR16525659765473280,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR16525659765473280,Image,50,5000,100,,
11392,CR165882219770937344,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR165882219770937344,Image,50,5000,100,,
11393,CR166396791212736512,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR166396791212736512,Image,50,5000,100,,
11394,CR168275856584605696,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR168275856584605696,Image,50,5000,100,,
11395,CR169400656979820544,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR169400656979820544,Image,50,50000,1000,,
11396,CR17003947323555840,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR17003947323555840,Image,50,5000,100,,
11397,CR170190106328563712,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR170190106328563712,Image,500,500000,1000,,
11398,CR170618915863396352,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR170618915863396352,Image,50,50000,1000,,
11399,CR170633209514557440,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR170633209514557440,Image,50,50000,1000,,
11400,CR17074316067733504,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR17074316067733504,Image,50,5000,100,,
11401,CR170830022095929344,https://transparencyreport.google.com/political-ads/library/advertiser/AR216975425602060288/creative/CR170830022095929344,Image,50,5000,100,,
